,drug_name,condition,rating,useful_count,nltkReviewScore
878,2365,201,9,6,0.4576
879,972,385,10,70,-0.3987
880,1094,303,6,36,-0.34
881,1344,82,10,15,-0.2263
882,1408,45,1,17,-0.8997
883,1320,212,1,7,0.3182
884,193,201,1,41,-0.1708
885,510,201,2,6,-0.9224
886,1278,584,8,14,0.25
887,2022,402,9,9,-0.3197
888,2220,608,10,32,0.2732
889,848,47,10,14,0.9336
890,1035,406,4,7,-0.471
891,134,345,9,8,-0.1655
892,2346,82,10,63,-0.296
893,848,47,8,3,0.7968
894,1002,82,8,23,0.4019
895,2486,499,8,49,-0.932
896,977,480,8,2,0.2023
897,889,121,10,4,0.9157
898,1280,574,6,27,-0.8268
899,928,130,10,39,-0.25
900,134,345,10,103,0.0516
901,2068,121,8,3,-0.25
902,1449,535,9,13,-0.2732
903,1328,121,5,5,0.2601
904,893,121,10,2,0.8906
905,1125,313,10,10,0.2815
906,850,91,10,11,0
907,459,108,5,22,-0.7964
908,2358,587,10,16,0
909,2212,329,10,21,0.9863
910,886,242,3,0,0.3879
911,428,120,6,8,-0.099
912,1344,345,8,79,0.0516
913,1204,121,2,6,-0.5334
914,886,121,3,5,0.6239
915,308,180,1,1,-0.4885
916,1464,110,10,22,0.2828
917,359,267,5,2,-0.7845
918,1846,201,9,63,-0.886
919,1518,181,3,4,-0.6908
920,273,303,7,6,-0.5859
921,1636,121,5,10,0.1984
922,2406,466,1,13,-0.2103
923,1587,39,10,8,0.9032
924,1416,342,4,24,-0.9062
925,1846,201,8,20,0
926,1088,554,1,49,-0.7085
927,2391,201,8,29,0.1808
928,699,466,1,23,-0.9366
929,2409,385,5,14,-0.5927
930,1286,201,2,66,-0.7713
931,2363,121,5,2,-0.8167
932,2391,201,10,97,0.6794
933,2508,120,9,36,0.9216
934,1573,121,2,16,-0.1027
935,2040,120,9,2,0.5574
936,672,644,10,39,-0.7345
937,2102,445,10,3,0.8402
938,1408,121,1,7,-0.0258
939,2141,126,1,26,0.9486
940,510,201,3,11,0.4431
941,1002,466,10,133,0.6801
942,924,272,10,31,-0.7777
943,2141,126,8,23,0.8619
944,527,47,10,4,-0.6258
945,817,355,1,14,0.4404
946,972,201,9,122,0.4199
947,1582,466,9,69,-0.6808
948,1662,418,9,4,-0.1531
949,266,60,10,4,0.6884
950,889,121,10,1,0.5859
951,157,584,8,43,0.1513
952,506,122,2,70,-0.8271
953,385,449,10,33,0.923
954,2391,201,8,15,0.6901
955,1295,263,10,89,0.8779
956,886,121,9,2,-0.886
957,2068,121,1,8,-0.3595
958,1012,311,10,13,0.8671
959,249,270,6,82,-0.9744
960,1950,385,1,42,-0.743
961,2103,121,1,3,-0.7506
962,1310,177,10,38,-0.4573
963,1717,565,5,14,0.824
964,889,121,7,9,0.1779
965,1614,121,7,10,-0.2023
966,1460,303,10,83,-0.296
967,672,464,4,23,0.4767
968,1125,313,10,13,0.3818
969,1750,108,9,2,-0.8402
970,769,175,2,5,0.4588
971,1713,464,5,52,0.8555
972,1178,42,3,19,-0.0085
973,1254,120,10,53,0.8906
974,2242,574,7,10,-0.4588
975,1125,313,10,1,0.7605
976,2238,554,4,0,-0.8636
977,1825,466,10,55,-0.9806
978,2170,343,10,7,0.4215
979,2106,201,10,20,0.9738
980,1328,121,3,6,-0.8416
981,1999,95,7,42,0.2808
982,2413,304,10,10,0
983,713,466,9,15,-0.4215
984,459,584,10,38,0.5255
985,1494,345,8,46,-0.4767
986,2392,82,1,7,-0.8166
987,1299,58,9,12,0.6908
988,762,121,5,2,-0.6321
989,1474,121,1,5,-0.128
990,765,47,8,9,0.7777
991,1317,641,10,66,0.4588
992,685,180,1,6,-0.301
993,630,47,10,39,0.128
994,1291,641,6,10,0.2693
995,699,466,9,68,0.0258
996,2392,201,8,57,0.9564
997,157,596,1,7,-0.8107
998,1717,565,2,5,-0.941
999,1587,121,9,2,0.1154
1000,2382,466,10,15,-0.5994
1001,1464,108,10,3,-0.2732
1002,1110,466,10,8,0.0258
1003,2503,587,10,67,0.743
1004,1295,263,9,77,-0.2516
1005,2242,679,1,55,0.34
1006,1910,256,10,44,0.4019
1007,510,201,8,79,0.9442
1008,188,554,1,31,-0.4019
1009,1152,121,10,3,0.1511
1010,2141,126,10,27,0.9583
1011,2418,120,1,29,-0.4186
1012,61,42,6,34,0.3818
1013,2132,109,10,78,0.4767
1014,585,121,9,12,-0.8326
1015,1993,293,10,34,0.7772
1016,1295,82,9,27,0.0772
1017,1880,168,9,7,0.796
1018,2420,201,8,52,0.1689
1019,892,456,1,15,-0.1531
1020,657,121,10,2,0.717
1021,888,121,10,4,0.3743
1022,1733,83,1,3,-0.9201
1023,826,201,8,51,0
1024,1464,108,10,13,-0.5967
1025,1280,574,5,32,-0.6718
1026,392,365,1,14,-0.4767
1027,721,303,4,92,0
1028,1322,303,4,26,-0.296
1029,861,201,9,2,0.8591
1030,1776,665,9,20,-0.5106
1031,1846,201,8,15,-0.4184
1032,229,42,4,0,0.6486
1033,152,227,10,62,0.7351
1034,769,175,3,5,-0.8456
1035,1645,120,8,3,-0.7712
1036,663,210,8,6,0.3612
1037,1230,470,10,51,-0.7184
1038,1295,82,6,15,0.046
1039,386,201,10,41,0.4294
1040,2466,290,10,11,-0.4588
1041,1386,175,10,21,0.8957
1042,193,565,10,53,0.4404
1043,1287,121,6,7,-0.3004
1044,1894,345,9,32,0.0926
1045,1408,45,1,17,-0.3612
1046,1894,345,10,71,-0.8783
1047,393,162,8,22,-0.1689
1048,1332,395,9,12,0.8938
1049,351,397,3,0,-0.9535
1050,699,106,10,22,0.8555
1051,2294,466,10,51,0.2103
1052,265,60,10,41,-0.4209
1053,2426,437,10,11,0.0752
1054,2511,396,9,34,-0.8883
1055,1494,82,1,31,-0.8999
1056,1061,42,1,5,-0.8402
1057,752,47,8,15,0.296
1058,1977,646,10,35,0.2753
1059,1236,121,8,1,-0.665
1060,119,82,10,44,-0.4717
1061,752,47,9,39,-0.9299
1062,801,445,10,4,0.6369
1063,2263,345,1,13,-0.9042
1064,669,201,8,81,-0.9401
1065,1460,95,10,55,0.4704
1066,510,125,8,10,-0.6249
1067,2251,212,9,8,0.5574
1068,582,665,1,8,-0.7339
1069,681,256,10,43,0.5859
1070,1876,65,1,26,-0.9836
1071,1209,121,7,3,0.8176
1072,669,201,7,27,0.7096
1073,1317,641,10,8,0.8255
1074,356,385,9,32,-0.5538
1075,1989,466,10,56,0.128
1076,459,584,9,114,0.1414
1077,889,121,10,15,0.8519
1078,2096,290,10,9,0.3987
1079,1926,397,1,13,-0.9517
1080,385,449,10,32,-0.7992
1081,386,201,10,88,-0.8955
1082,732,120,7,64,-0.25
1083,1632,466,9,13,-0.7846
1084,160,42,10,3,0
1085,2021,440,9,42,-0.8399
1086,1615,106,10,44,-0.6597
1087,2229,110,10,17,-0.8658
1088,386,42,10,30,0.4215
1089,2358,587,8,15,0.9449
1090,669,201,1,13,0.1779
1091,270,134,2,8,0.3724
1092,414,121,1,31,-0.6588
1093,1846,82,1,5,0.9149
1094,387,440,7,12,-0.3074
1095,34,106,10,38,0.1779
1096,1463,110,9,81,0.6369
1097,1230,82,9,34,-0.8545
1098,2162,248,9,75,0.5255
1099,957,95,9,27,0.8714
1100,1710,162,7,65,-0.5106
1101,1210,121,4,1,0.8753
1102,953,108,1,30,0.4653
1103,160,42,10,51,-0.0544
1104,1351,303,7,38,-0.6705
1105,1367,120,9,61,0.6588
1106,798,120,10,21,0.6249
1107,1285,494,10,18,-0.9604
1108,193,120,1,11,-0.8402
1109,1698,569,10,17,0.8748
1110,1002,82,10,86,0.9678
1111,2026,345,10,53,-0.6705
1112,540,470,9,13,0
1113,2486,201,8,137,0.4496
1114,824,212,10,10,0.7351
1115,1587,121,10,9,-0.7096
1116,1905,277,10,7,0.8316
1117,2041,441,9,53,-0.8947
1118,1002,632,10,36,0.34
1119,1493,121,9,17,-0.9694
1120,1846,201,10,35,-0.945
1121,1321,42,9,53,0.7712
1122,162,406,5,84,0.4939
1123,1288,121,9,10,0.9028
1124,762,121,10,13,-0.296
1125,386,201,2,40,-0.7783
1126,2246,398,9,42,0.4144
1127,1344,82,1,20,-0.5574
1128,455,456,9,48,-0.906
1129,2486,470,2,10,-0.9494
1130,559,273,1,11,0.6788
1131,1026,120,10,62,-0.7651
1132,510,201,10,17,0.8979
1133,125,313,9,5,0.6232
1134,2486,470,9,62,-0.9753
1135,1587,121,1,2,-0.9323
1136,1152,121,10,42,0.8758
1137,144,350,10,66,-0.8176
1138,1776,665,10,76,0.9783
1139,60,47,10,7,0.9097
1140,1285,122,7,15,-0.4019
1141,2141,126,8,10,-0.5411
1142,893,121,1,7,0.8513
1143,887,121,3,3,0
1144,1287,238,10,1,0.9411
1145,2300,345,10,61,-0.7269
1146,1537,464,9,33,0.7351
1147,1391,387,9,41,-0.4363
1148,939,385,6,29,0.5662
1149,1656,249,7,21,-0.9233
1150,970,516,10,5,0.9709
1151,1201,212,1,8,0.3182
1152,144,466,8,176,-0.5608
1153,2302,292,8,85,0.5994
1154,893,121,1,4,0.8519
1155,193,201,10,50,0.7506
1156,1026,564,10,17,-0.296
1157,665,121,5,7,0.0772
1158,893,121,10,15,0.8074
1159,2028,491,10,30,0.7508
1160,890,45,1,2,-0.8553
1161,1459,397,4,6,-0.8269
1162,1597,546,8,7,-0.807
1163,540,82,10,20,-0.5165
1164,457,201,10,32,0.7436
1165,2234,408,4,36,0.7003
1166,1510,466,10,29,-0.8356
1167,1763,162,9,49,-0.5665
1168,1408,121,8,4,-0.3818
1169,1823,89,8,14,-0.9382
1170,1448,408,4,1,0.2023
1171,1230,470,9,22,-0.9153
1172,387,665,9,16,0.5267
1173,1068,537,8,8,-0.7184
1174,325,121,10,20,0.2836
1175,1457,42,5,16,0.9561
1176,193,201,3,94,-0.0129
1177,1712,466,9,5,-0.9552
1178,1667,466,8,32,0
1179,518,579,1,5,0.6369
1180,893,121,1,1,-0.7837
1181,387,665,9,33,-0.5106
1182,1474,121,10,16,-0.9239
1183,2159,491,9,7,-0.2714
1184,888,121,9,0,0.6114
1185,387,440,10,81,-0.3544
1186,1457,42,9,11,0.3365
1187,643,52,8,0,0.3818
1188,2409,201,1,50,-0.5859
1189,2357,248,1,41,-0.25
1190,2118,42,2,3,0.2732
1191,2446,414,3,39,-0.8689
1192,972,201,9,126,0
1193,1587,121,2,8,-0.7029
1194,1287,121,10,2,-0.4118
1195,1703,82,10,32,0.0314
1196,1367,120,10,1,-0.4228
1197,713,466,1,6,-0.88
1198,682,42,1,16,-0.4939
1199,35,466,9,20,-0.872
1200,2449,47,8,8,0.8264
1201,1616,121,10,8,0.8513
1202,134,345,9,16,-0.7777
1203,2251,212,5,10,0.8316
1204,699,106,10,41,-0.5984
1205,1002,552,10,47,-0.3757
1206,952,526,7,23,0.2023
1207,144,547,3,2,-0.798
1208,1436,495,1,19,0.8209
1209,1161,554,10,75,0.128
1210,1493,121,10,0,0.8244
1211,1769,233,1,4,-0.3888
1212,1061,42,7,10,0.8505
1213,2232,145,6,39,-0.4898
1214,2019,679,9,33,0.0762
1215,2365,263,9,48,-0.8319
1216,1295,201,9,36,0.6801
1217,2041,201,10,45,-0.34
1218,1733,83,5,19,-0.5903
1219,893,121,5,4,0.5106
1220,442,456,10,74,-0.928
1221,889,121,1,4,-0.9646
1222,2486,83,7,12,-0.5195
1223,1116,62,9,48,0.765
1224,551,277,10,10,0.9595
1225,1907,303,7,52,-0.9735
1226,1510,466,1,12,-0.9206
1227,1929,452,8,5,0.2023
1228,1737,201,8,13,-0.8807
1229,889,121,7,2,-0.6705
1230,893,121,9,8,0.6298
1231,2112,535,10,38,0.8104
1232,410,397,10,15,-0.5974
1233,912,304,2,12,-0.91
1234,457,201,5,25,-0.126
1235,752,134,6,16,0.2727
1236,1926,397,2,0,0.7082
1237,229,42,10,16,0.6249
1238,1409,480,2,5,-0.8939
1239,377,691,1,55,0.1027
1240,682,42,7,18,-0.5622
1241,1487,584,2,0,-0.8356
1242,744,47,3,8,0.4215
1243,874,98,9,117,-0.7206
1244,1464,110,9,2,-0.5367
1245,1587,121,3,5,-0.081
1246,889,121,9,27,0.8336
1247,2041,83,6,41,-0.7717
1248,888,395,10,37,0.97
1249,16,5,10,13,0.7424
1250,1295,263,6,28,0.3182
1251,1408,242,10,82,-0.36
1252,861,355,10,13,-0.5267
1253,889,121,1,2,0.4939
1254,785,60,10,10,0.34
1255,669,201,9,9,0.8885
1256,604,121,8,16,-0.3804
1257,1654,90,10,36,0.931
1258,2068,121,10,4,0.8779
1259,1363,345,10,6,-0.659
1260,1287,238,10,14,0.9645
1261,1094,303,1,36,-0.9186
1262,182,121,8,1,0.4767
1263,2132,108,1,11,0.4215
1264,1487,47,1,3,-0.296
1265,18,397,10,46,-0.9403
1266,310,47,2,8,0
1267,2263,345,9,59,0.2003
1268,2234,408,9,10,-0.1027
1269,1499,236,10,16,-0.3182
1270,1776,665,10,78,-0.0516
1271,1926,397,10,6,-0.4815
1272,585,121,10,8,0.9175
1273,386,201,9,43,-0.4939
1274,1408,45,4,15,0.7269
1275,1778,416,10,0,0.7125
1276,893,121,9,9,0.4753
1277,270,155,7,5,-0.3595
1278,886,45,10,4,-0.9236
1279,2392,201,3,9,-0.7845
1280,2341,464,10,37,0.2732
1281,962,555,10,64,-0.9613
1282,682,42,9,15,-0.1923
1283,1332,47,9,29,-0.4767
1284,1212,256,10,24,0.6249
1285,2358,587,10,19,0.902
1286,858,121,6,7,0.7992
1287,1336,218,9,33,0.3384
1288,1416,342,8,94,-0.1531
1289,537,675,7,30,0.6697
1290,546,565,8,67,0.9314
1291,1650,568,9,18,-0.5057
1292,1825,679,8,29,0.3164
1293,508,579,6,25,0.5423
1294,1367,120,10,41,0.4389
1295,752,646,10,48,-0.3906
1296,1464,225,5,28,-0.9186
1297,1408,121,1,2,-0.8544
1298,1559,451,10,5,-0.636
1299,1490,464,10,118,0.6369
1300,1113,605,10,26,-0.6386
1301,2419,42,10,230,-0.2023
1302,387,665,1,7,0.4912
1303,888,121,8,13,0.9348
1304,1503,651,1,3,-0.8928
1305,1604,646,1,13,-0.5423
1306,1088,637,1,6,-0.0516
1307,1587,121,9,12,0.1278
1308,1795,238,10,12,-0.8065
1309,2254,466,2,4,0.3612
1310,908,212,8,3,0.8393
1311,848,47,9,36,0.6369
1312,2348,303,6,40,0.5719
1313,1516,174,10,3,-0.5848
1314,2230,110,8,16,-0.296
1315,2021,440,10,33,0.1511
1316,1332,121,10,1,0.91
1317,510,83,8,28,0.0258
1318,205,499,10,1,0.4738
1319,1295,82,10,52,0.6077
1320,888,121,10,11,0.4374
1321,2333,646,6,56,0.2263
1322,1748,108,4,0,-0.3182
1323,119,470,6,25,-0.9051
1324,893,121,9,2,0.9502
1325,885,121,3,0,-0.3182
1326,387,665,9,39,-0.6041
1327,1662,418,9,13,0.6689
1328,2290,201,9,127,-0.6597
1329,251,121,9,3,0.0498
1330,885,121,8,3,0.9408
1331,540,345,1,33,-0.9243
1332,2141,126,1,10,-0.7088
1333,1711,557,9,0,0.9287
1334,846,227,10,35,-0.9635
1335,889,121,5,3,0.6486
1336,1268,290,10,47,-0.25
1337,1825,466,10,27,-0.8666
1338,1002,592,4,6,0.6209
1339,1470,651,10,3,-0.3612
1340,886,121,3,6,-0.9249
1341,1637,577,4,17,0.228
1342,1287,121,10,11,-0.7169
1343,2344,167,10,8,0.34
1344,861,82,10,23,0.9391
1345,1777,665,1,43,-0.5106
1346,2242,398,9,15,-0.886
1347,1152,121,6,0,0.6908
1348,2194,345,10,22,0.6249
1349,1709,464,9,33,0.8316
1350,1287,121,8,3,0.0772
1351,18,397,8,12,-0.199
1352,1537,464,4,31,-0.3446
1353,1287,121,1,1,0.4387
1354,195,442,8,31,0.9133
1355,1683,121,8,2,0.7319
1356,888,121,8,20,-0.5859
1357,844,290,10,8,0.4588
1358,506,579,1,17,-0.7351
1359,1287,238,10,3,0.8408
1360,624,406,1,55,0
1361,1661,398,9,49,0
1362,1287,121,1,4,-0.1058
1363,665,121,7,4,0.9612
1364,888,121,8,7,0.774
1365,889,121,9,5,0.9125
1366,754,419,10,21,0.8176
1367,2006,404,10,17,0.6249
1368,868,121,9,0,0.8514
1369,1002,466,6,68,-0.264
1370,156,285,1,1,0.6124
1371,2385,440,10,87,-0.6249
1372,1227,466,10,1,-0.8858
1373,2068,121,9,1,-0.3182
1374,385,449,10,27,-0.0258
1375,1256,595,10,16,0
1376,386,587,10,43,0.5655
1377,1819,499,10,39,-0.8647
1378,665,121,10,4,-0.8271
1379,2351,108,8,56,-0.3612
1380,1557,397,9,4,0.2924
1381,923,665,7,134,0.5574
1382,1871,595,10,61,-0.5707
1383,287,309,10,15,0.8429
1384,294,665,7,34,-0.1356
1385,888,121,9,3,-0.7692
1386,1459,397,10,6,-0.4815
1387,2162,248,10,29,0.7351
1388,474,345,10,16,0.4926
1389,1556,554,10,105,-0.8706
1390,1950,565,7,10,0.3818
1391,1297,638,1,37,-0.9063
1392,699,554,10,23,-0.2732
1393,966,651,1,12,-0.2023
1394,1878,201,8,44,-0.8007
1395,1399,397,9,19,0
1396,669,201,3,13,0.8766
1397,2365,201,1,15,-0.7906
1398,2141,126,5,3,-0.7707
1399,1192,47,10,12,-0.25
1400,1346,665,10,67,-0.555
1401,377,691,5,15,-0.1559
1402,773,201,9,68,-0.9751
1403,2478,643,10,27,0.6249
1404,652,459,2,100,-0.8077
1405,347,459,10,92,0.7263
1406,2022,402,7,11,0.347
1407,2067,280,1,7,-0.5549
1408,1727,121,10,7,-0.7063
1409,1870,683,10,1,-0.5846
1410,2205,651,1,0,0.7011
1411,1116,82,5,5,-0.802
1412,448,624,1,5,-0.8692
1413,1254,120,10,42,0.4215
1414,2068,121,1,7,-0.9528
1415,43,534,7,5,-0.8271
1416,531,516,10,3,0.984
1417,889,47,10,38,0.872
1418,893,121,9,19,-0.8194
1419,387,440,9,9,-0.25
1420,2485,397,9,0,0.5574
1421,1389,126,8,15,0.8074
1422,1021,304,10,77,0.7263
1423,1321,42,1,38,0.6497
1424,2358,587,10,68,-0.802
1425,1794,238,8,56,0.3111
1426,893,121,8,4,-0.7955
1427,1287,121,8,21,-0.8271
1428,60,47,9,155,0.0752
1429,1942,345,10,44,-0.8958
1430,893,121,2,1,0.765
1431,442,480,9,13,0
1432,889,45,1,0,-0.08
1433,889,121,4,1,0.8022
1434,2068,121,5,4,-0.6461
1435,886,121,4,1,0.6239
1436,716,303,9,39,0.7783
1437,1686,121,4,6,-0.8126
1438,1287,121,6,13,0.9089
1439,2460,472,9,30,-0.3182
1440,890,121,8,5,-0.8464
1441,1973,397,9,5,-0.7764
1442,2358,587,9,12,0.8448
1443,2040,120,9,13,0.2516
1444,1381,646,6,11,0.2023
1445,498,116,5,27,-0.6908
1446,1088,535,10,14,0.8622
1447,1310,175,8,58,0.8834
1448,798,201,2,32,-0.8225
1449,1152,121,7,5,0.4404
1450,1314,177,4,11,0.8658
1451,2064,212,10,77,0.784
1452,1266,120,9,33,-0.9835
1453,453,461,9,9,-0.0754
1454,1295,82,10,106,0.4611
1455,1295,82,10,201,-0.5399
1456,1470,651,1,3,0.9259
1457,193,201,10,160,0.9198
1458,1636,121,9,10,0.7951
1459,1681,121,3,8,0.6095
1460,2484,459,1,26,-0.3283
1461,848,47,9,13,-0.3239
1462,168,131,10,33,0
1463,387,665,4,10,-0.7712
1464,893,121,6,3,0.2023
1465,662,60,1,15,-0.5859
1466,610,679,9,38,-0.8316
1467,2263,345,10,230,0.8126
1468,510,263,9,31,0.6808
1469,734,294,10,6,-0.1665
1470,17,566,10,5,-0.6124
1471,699,466,9,17,0.836
1472,468,147,10,22,-0.8777
1473,2365,201,9,43,0
1474,467,587,8,8,0.7884
1475,554,180,9,25,0.5837
1476,1870,303,8,57,-0.5898
1477,1090,456,1,4,-0.765
1478,466,580,10,44,0.5319
1479,1878,201,7,73,-0.6808
1480,1803,126,9,2,-0.8585
1481,144,466,10,118,-0.8849
1482,2475,120,8,15,0.3214
1483,1432,45,9,0,-0.9403
1484,1110,466,10,5,0.5936
1485,229,42,7,0,-0.2714
1486,893,121,7,0,0.6249
1487,2365,201,10,172,0.6542
1488,886,121,8,1,0.8598
1489,1346,440,10,39,0.9112
1490,1322,303,9,41,-0.296
1491,893,121,9,32,0.969
1492,1414,345,10,112,0.4019
1493,2203,445,1,12,-0.8584
1494,394,212,8,55,0
1495,2391,385,3,15,0.4118
1496,1344,345,10,102,0.4404
1497,1367,120,9,78,0.7964
1498,387,665,7,10,-0.946
1499,1152,121,10,5,0.5496
1500,2146,90,10,47,0.6705
1501,1247,120,9,47,0.9042
1502,1254,201,2,4,-0.9847
1503,1368,121,9,13,-0.9041
1504,1295,82,6,17,0.1796
1505,386,201,10,97,0.6563
1506,1203,21,3,2,0.7269
1507,168,129,2,115,-0.5106
1508,2365,309,10,127,0.9551
1509,270,107,1,1,-0.938
1510,822,227,10,0,-0.4817
1511,562,220,10,4,-0.5916
1512,2194,345,1,26,0.1423
1513,1597,321,9,6,0.3612
1514,754,419,1,6,-0.8074
1515,669,201,5,22,-0.9617
1516,1160,273,10,18,0.4767
1517,2504,361,5,6,-0.9349
1518,1389,126,9,15,0.3182
1519,1344,439,7,8,-0.8316
1520,1276,242,1,18,-0.9783
1521,212,466,10,0,-0.4019
1522,251,463,7,4,0.8971
1523,1510,162,6,30,0
1524,11,294,10,12,0.4912
1525,34,466,4,0,-0.2732
1526,1710,466,3,79,-0.741
1527,270,439,5,1,-0.2263
1528,1636,121,10,7,0.8588
1529,582,440,10,24,-0.6133
1530,1189,201,8,28,-0.4588
1531,592,175,2,1,0.4854
1532,1161,114,9,18,0.3878
1533,2232,145,6,7,0.4404
1534,1359,177,4,16,0.128
1535,1798,157,10,25,0.7896
1536,182,121,9,5,0.8979
1537,889,121,10,0,0.0772
1538,386,201,9,93,-0.8111
1539,1894,125,7,7,0.802
1540,1831,126,1,5,0.128
1541,2429,95,10,23,-0.5574
1542,456,554,9,4,-0.9211
1543,1639,121,9,1,0.8225
1544,1832,256,9,38,0.2598
1545,1368,121,10,10,0.8478
1546,1239,680,10,19,-0.4019
1547,1152,121,3,9,0.5956
1548,2058,304,1,68,-0.1531
1549,155,122,3,2,0.1761
1550,1152,121,6,17,0.5813
1551,888,121,1,16,-0.9022
1552,886,121,3,9,-0.3619
1553,2162,248,10,52,-0.8385
1554,429,247,1,4,0.128
1555,582,440,6,11,0
1556,1795,238,10,3,0.8192
1557,1328,121,10,18,0.7901
1558,1116,82,8,85,0.5622
1559,385,449,8,40,0.9382
1560,1636,121,5,2,0.8885
1561,629,212,1,0,-0.891
1562,799,82,8,108,0.8555
1563,1230,470,8,15,-0.8074
1564,193,565,10,33,0.0772
1565,448,134,1,4,-0.8395
1566,2265,212,10,21,0.4554
1567,1587,121,8,3,-0.128
1568,1712,466,2,27,-0.8658
1569,773,679,9,12,-0.8885
1570,1674,557,10,12,-0.7003
1571,5,100,1,17,-0.6535
1572,540,82,10,97,-0.6369
1573,893,121,10,10,0.9399
1574,893,121,4,0,0.8735
1575,1794,238,10,9,0.7678
1576,1381,646,7,36,0.7269
1577,1419,466,10,12,-0.7906
1578,2171,130,10,44,-0.9062
1579,1071,290,10,72,0.296
1580,1794,238,10,1,-0.554
1581,34,554,10,83,-0.5859
1582,754,419,10,12,-0.4184
1583,1637,156,2,22,0.872
1584,1681,121,8,10,0.4939
1585,241,108,1,9,-0.8402
1586,1144,113,6,1,0.6486
1587,1470,651,2,14,-0.7482
1588,16,47,10,16,-0.7133
1589,886,121,10,44,0.875
1590,1346,440,10,52,0.6369
1591,883,79,10,22,0.7574
1592,2075,152,9,5,0.5728
1593,1846,201,6,45,-0.4019
1594,886,121,10,8,0.9508
1595,1125,313,10,14,-0.6369
1596,2296,464,4,15,0.2263
1597,1755,184,9,10,0.5106
1598,1346,440,1,11,-0.1779
1599,1307,201,10,30,-0.7783
1600,1322,303,10,102,0.6249
1601,2414,42,9,37,0.7783
1602,387,440,4,1,-0.229
1603,2458,256,10,29,0.8658
1604,195,414,7,7,0.5994
1605,1499,236,10,12,0.4404
1606,1678,440,3,59,0.4215
1607,1825,215,10,90,-0.2263
1608,893,121,1,1,-0.1152
1609,2365,201,2,23,-0.9033
1610,2041,201,8,24,0.9403
1611,1825,263,2,23,0.2263
1612,704,440,10,12,0.0959
1613,2172,116,5,2,-0.7959
1614,762,121,8,2,-0.1901
1615,893,121,3,1,-0.81
1616,1287,238,10,11,-0.8759
1617,279,646,1,15,-0.4215
1618,1322,303,5,20,-0.2263
1619,1587,121,2,2,0.6549
1620,1710,466,10,9,-0.9552
1621,385,449,10,26,0.9539
1622,1457,42,8,17,0.5574
1623,1309,456,2,38,-0.5859
1624,861,82,9,30,-0.926
1625,1604,646,1,37,-0.5859
1626,2370,85,6,4,-0.4168
1627,2248,466,10,25,-0.9001
1628,1827,524,5,23,0.6486
1629,888,121,1,1,-0.9697
1630,2105,121,2,9,0.5927
1631,1756,466,10,1,0
1632,180,536,7,13,0.6133
1633,467,587,10,14,0.9913
1634,1733,201,8,13,0.5994
1635,1582,466,1,63,-0.4939
1636,499,90,7,18,0.4499
1637,1474,47,4,19,-0.6808
1638,576,42,9,30,0.9588
1639,582,440,4,21,0.4324
1640,160,42,1,2,0.4469
1641,160,42,10,10,0.1027
1642,416,212,1,17,-0.3382
1643,1413,665,9,12,0.9325
1644,2105,121,7,4,-0.5134
1645,1737,201,4,26,0.023
1646,1604,122,4,10,-0.9612
1647,1389,126,5,10,-0.4404
1648,1795,238,10,7,-0.2003
1649,861,201,9,60,-0.9683
1650,1509,89,4,7,0.2732
1651,1329,121,5,0,-0.2006
1652,56,167,10,21,-0.7457
1653,1494,82,10,14,-0.8795
1654,953,225,9,21,0.7003
1655,1587,121,4,3,-0.1712
1656,1870,683,10,26,-0.0173
1657,1697,491,9,72,-0.8439
1658,18,397,10,1,0.9052
1659,1295,82,2,8,-0.9399
1660,457,201,8,15,0.8908
1661,2341,464,1,32,0
1662,2465,42,10,6,-0.5972
1663,886,121,1,1,0.6258
1664,1287,238,10,8,0.6793
1665,893,121,10,0,0.5719
1666,2508,564,1,15,-0.886
1667,1002,466,4,27,0.6249
1668,2290,385,10,44,0.8307
1669,2418,201,10,105,0.6165
1670,1726,256,1,99,-0.926
1671,2103,121,1,0,-0.6124
1672,1846,440,8,18,0.5994
1673,1783,418,10,3,0.5411
1674,1002,679,8,166,-0.9679
1675,1163,344,6,8,0.6249
1676,1295,82,1,12,-0.8357
1677,656,201,10,101,0.4404
1678,195,156,8,39,-0.5994
1679,1458,273,9,20,-0.1779
1680,387,440,7,31,-0.9601
1681,1310,177,1,21,0.7184
1682,893,121,5,0,-0.5859
1683,893,121,9,4,0.4404
1684,717,402,10,13,0.8316
1685,1179,120,10,88,0.7783
1686,294,440,7,20,-0.3591
1687,1090,456,9,27,0.802
1688,889,121,10,9,0.4522
1689,605,569,7,2,0.9398
1690,1287,121,8,2,0.7782
1691,2194,345,5,53,0.8437
1692,773,466,8,5,-0.9753
1693,2042,201,10,61,0.6705
1694,2141,126,10,12,0.4295
1695,2486,441,10,165,-0.8428
1696,665,121,9,2,-0.7419
1697,5,55,7,27,0.3321
1698,328,494,9,33,0.4588
1699,588,284,9,46,-0.5106
1700,1604,646,8,12,-0.7574
1701,61,674,8,76,0.4019
1702,604,121,1,4,-0.8268
1703,1682,121,9,7,0.6369
1704,1347,106,10,22,0.2263
1705,1484,121,3,7,-0.2942
1706,669,201,10,26,-0.9559
1707,448,579,1,13,-0.7003
1708,752,47,6,7,-0.6369
1709,1275,130,5,53,-0.9543
1710,888,121,1,3,-0.8327
1711,551,277,10,12,-0.5719
1712,388,82,8,6,-0.2828
